id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,categoria_producto,cantidad,precio_unitario,monto_descuento,monto_total,customer_type
order_1272,user_6670,2025-04-02,ARGENTINA,DESKTOP,SOCIAL,JACKET-WINTER-M,MODA,1,198.43,0.0,198.43,RETAIL
order_1273,user_2923,2025-04-12,MEXICO,MOBILE,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,2,145.44,0.0,290.88,RETAIL
order_1274,user_7021,2025-03-22,MEXICO,MOBILE,ORGANIC,BLENDER-XL-RED,HOGAR,1,447.36,0.0,447.36,RETAIL
order_1275,user_5333,2025-04-02,ARGENTINA,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,2,52.41,10.0,94.81,RETAIL
order_1276,user_3840,2025-06-29,COLOMBIA,DESKTOP,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,2,475.93,0.0,951.86,RETAIL
order_1277,user_5612,2025-03-26,COLOMBIA,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,128.98,15.0,242.97,RETAIL
order_1278,user_1502,2025-05-09,MEXICO,DESKTOP,ORGANIC,BLENDER-XL-RED,HOGAR,2,144.79,15.0,274.59,RETAIL
order_1279,user_473,2025-02-08,COLOMBIA,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,2,260.99,5.0,516.97,RETAIL
order_1280,user_3330,2025-04-08,MEXICO,MOBILE,ORGANIC,SNEAKERS-URBAN-42,MODA,1,27.76,5.0,22.76,RETAIL
order_1281,user_4875,2025-01-10,ARGENTINA,MOBILE,SOCIAL,BLENDER-XL-RED,HOGAR,2,25.5,0.0,51.01,RETAIL
order_1282,user_173,2025-02-08,ARGENTINA,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,1,83.54,5.0,78.54,RETAIL
order_1283,user_3227,2025-01-21,COLOMBIA,MOBILE,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,1,395.69,5.0,390.69,RETAIL
order_1284,user_1603,2025-01-24,COLOMBIA,DESKTOP,SOCIAL,VACUUM-PRO-BLACK,HOGAR,2,381.42,0.0,762.84,RETAIL
order_1285,user_6028,2025-03-01,MEXICO,MOBILE,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,2,139.52,0.0,279.04,RETAIL
order_1286,user_783,2025-06-24,COLOMBIA,MOBILE,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,2,369.54,0.0,739.08,RETAIL
order_1287,user_7222,2025-02-11,MEXICO,MOBILE,ORGANIC,SNEAKERS-URBAN-42,MODA,1,195.99,0.0,195.99,RETAIL
order_1288,user_5964,2025-05-09,MEXICO,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,1,252.3,5.0,247.3,RETAIL
order_1289,user_1865,2025-06-05,ARGENTINA,MOBILE,ORGANIC,VACUUM-PRO-BLACK,HOGAR,2,335.52,10.0,661.04,RETAIL
order_1290,user_1648,2025-03-29,MEXICO,MOBILE,PAID_SEARCH,TABLET-STANDARD-64GB,ELECTRONICA,2,442.2,0.0,884.4,RETAIL
order_1291,user_7507,2025-02-03,ARGENTINA,MOBILE,ORGANIC,VACUUM-PRO-BLACK,HOGAR,2,263.46,0.0,526.92,RETAIL
order_1292,user_4227,2025-04-03,MEXICO,DESKTOP,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,2,492.57,5.0,980.14,RETAIL
order_1293,user_2876,2025-04-21,ARGENTINA,MOBILE,ORGANIC,BLENDER-XL-RED,HOGAR,1,351.9,0.0,351.9,RETAIL
order_1294,user_6897,2025-06-24,ARGENTINA,DESKTOP,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,2,115.78,0.0,231.56,RETAIL
order_1295,user_7121,2025-02-23,COLOMBIA,MOBILE,SOCIAL,SNEAKERS-URBAN-42,MODA,1,420.87,5.0,415.87,RETAIL
order_1296,user_3622,2025-06-05,MEXICO,MOBILE,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,2,264.03,5.0,523.05,RETAIL
order_1297,user_225,2025-02-09,COLOMBIA,DESKTOP,SOCIAL,VACUUM-PRO-BLACK,HOGAR,1,33.75,0.0,33.75,RETAIL
order_1298,user_7229,2025-05-08,ARGENTINA,MOBILE,SOCIAL,TABLET-STANDARD-64GB,ELECTRONICA,2,347.5,0.0,695.0,RETAIL
order_1299,user_6527,2025-01-04,ARGENTINA,DESKTOP,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,310.88,0.0,621.76,RETAIL
order_1300,user_7757,2025-03-21,ARGENTINA,MOBILE,SOCIAL,JACKET-WINTER-M,MODA,1,236.41,15.0,221.41,RETAIL
order_1301,user_4162,2025-01-23,MEXICO,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,2,387.0,0.0,774.0,RETAIL
order_1302,user_7757,2025-04-27,ARGENTINA,MOBILE,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,1,311.06,0.0,311.06,RETAIL
order_1303,user_6444,2025-03-17,ARGENTINA,DESKTOP,PAID_SEARCH,BLENDER-XL-RED,HOGAR,2,148.8,0.0,297.61,RETAIL
order_1304,user_7339,2025-03-13,MEXICO,MOBILE,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,1,27.39,0.0,27.39,RETAIL
order_1305,user_6233,2025-04-01,ARGENTINA,DESKTOP,SOCIAL,SNEAKERS-URBAN-42,MODA,2,85.49,0.0,170.99,RETAIL
order_1306,user_4146,2025-02-15,COLOMBIA,MOBILE,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,1,20.97,5.0,15.97,RETAIL
order_1307,user_7234,2025-04-28,COLOMBIA,MOBILE,SOCIAL,TABLET-STANDARD-64GB,ELECTRONICA,2,42.0,0.0,84.0,RETAIL
order_1308,user_3197,2025-05-02,COLOMBIA,MOBILE,SOCIAL,BLENDER-XL-RED,HOGAR,2,123.95,0.0,247.89,RETAIL
order_1309,user_4858,2025-04-24,COLOMBIA,DESKTOP,SOCIAL,SNEAKERS-URBAN-42,MODA,2,368.9,0.0,737.8,RETAIL
order_1310,user_7115,2025-02-05,COLOMBIA,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,2,67.62,0.0,135.24,RETAIL
order_1311,user_3687,2025-05-26,MEXICO,MOBILE,SOCIAL,VACUUM-PRO-BLACK,HOGAR,2,267.5,0.0,535.0,RETAIL
order_1312,user_4176,2025-04-04,COLOMBIA,DESKTOP,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,1,74.54,0.0,74.54,RETAIL
order_1313,user_7250,2025-04-13,COLOMBIA,MOBILE,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,1,311.87,10.0,301.87,RETAIL
order_1314,user_6710,2025-06-08,ARGENTINA,MOBILE,PAID_SEARCH,TABLET-STANDARD-64GB,ELECTRONICA,1,374.19,0.0,374.19,RETAIL
order_1315,user_2830,2025-02-03,COLOMBIA,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,1,256.19,5.0,251.19,RETAIL
order_1316,user_7521,2025-05-12,MEXICO,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,2,357.38,10.0,704.76,RETAIL
order_1317,user_1302,2025-03-22,COLOMBIA,MOBILE,SOCIAL,VACUUM-PRO-BLACK,HOGAR,1,248.53,15.0,233.53,RETAIL
order_1318,user_4224,2025-06-24,COLOMBIA,DESKTOP,PAID_SEARCH,BLENDER-XL-RED,HOGAR,2,82.38,0.0,164.77,RETAIL
order_1319,user_2934,2025-04-26,MEXICO,DESKTOP,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,2,202.3,10.0,394.59,RETAIL
order_1320,user_1307,2025-06-24,MEXICO,DESKTOP,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,1,185.93,0.0,185.93,RETAIL
order_1321,user_411,2025-06-14,MEXICO,DESKTOP,PAID_SEARCH,TABLET-STANDARD-64GB,ELECTRONICA,2,397.1,10.0,784.19,RETAIL
order_1322,user_5525,2025-03-04,ARGENTINA,MOBILE,ORGANIC,BLENDER-XL-RED,HOGAR,1,153.26,0.0,153.26,RETAIL
order_1323,user_26,2025-05-24,COLOMBIA,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,2,268.55,0.0,537.1,RETAIL
order_1324,user_3436,2025-01-27,ARGENTINA,DESKTOP,ORGANIC,VACUUM-PRO-BLACK,HOGAR,2,287.09,5.0,569.18,RETAIL
order_1325,user_939,2025-02-10,MEXICO,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,224.33,0.0,448.66,RETAIL
order_1326,user_2886,2025-01-19,ARGENTINA,MOBILE,ORGANIC,SNEAKERS-URBAN-42,MODA,1,302.25,10.0,292.25,RETAIL
order_1327,user_4821,2025-04-29,COLOMBIA,DESKTOP,ORGANIC,VACUUM-PRO-BLACK,HOGAR,1,178.1,0.0,178.1,RETAIL
order_1328,user_5095,2025-03-31,ARGENTINA,MOBILE,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,2,426.06,15.0,837.11,RETAIL
order_1329,user_1701,2025-06-14,MEXICO,DESKTOP,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,1,315.82,15.0,300.82,RETAIL
order_1330,user_2582,2025-04-30,ARGENTINA,MOBILE,SOCIAL,JACKET-WINTER-M,MODA,2,395.79,10.0,781.58,RETAIL
order_1331,user_649,2025-02-16,COLOMBIA,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,1,122.24,0.0,122.24,RETAIL
order_1332,user_6658,2025-04-12,ARGENTINA,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,2,369.53,10.0,729.05,RETAIL
order_1333,user_4350,2025-02-21,MEXICO,MOBILE,ORGANIC,SNEAKERS-URBAN-42,MODA,1,76.45,15.0,61.45,RETAIL
order_1334,user_4037,2025-01-17,COLOMBIA,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,1,318.5,5.0,313.5,RETAIL
order_1335,user_841,2025-06-04,MEXICO,MOBILE,SOCIAL,SNEAKERS-URBAN-42,MODA,1,58.61,0.0,58.61,RETAIL
order_1336,user_7383,2025-06-29,ARGENTINA,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,1,488.03,15.0,473.03,RETAIL
order_1337,user_2595,2025-01-30,ARGENTINA,MOBILE,PAID_SEARCH,TABLET-STANDARD-64GB,ELECTRONICA,2,231.35,10.0,452.7,RETAIL
order_1338,user_1932,2025-01-10,MEXICO,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,2,432.35,10.0,854.7,RETAIL
order_1339,user_2050,2025-05-01,ARGENTINA,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,1,449.54,5.0,444.54,RETAIL
order_1340,user_1906,2025-02-24,MEXICO,MOBILE,SOCIAL,JACKET-WINTER-M,MODA,2,399.46,0.0,798.93,RETAIL
order_1341,user_1281,2025-01-09,COLOMBIA,MOBILE,ORGANIC,VACUUM-PRO-BLACK,HOGAR,2,412.74,5.0,820.47,RETAIL
order_1342,user_7224,2025-04-08,MEXICO,MOBILE,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,2,121.61,10.0,233.21,RETAIL
order_1343,user_4400,2025-04-03,MEXICO,DESKTOP,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,437.84,5.0,870.68,RETAIL
order_1344,user_6023,2025-05-02,MEXICO,DESKTOP,PAID_SEARCH,JACKET-WINTER-M,MODA,1,475.33,0.0,475.33,RETAIL
order_1345,user_2073,2025-02-24,ARGENTINA,DESKTOP,SOCIAL,VACUUM-PRO-BLACK,HOGAR,1,169.31,15.0,154.31,RETAIL
order_1346,user_6361,2025-06-25,MEXICO,DESKTOP,SOCIAL,SNEAKERS-URBAN-42,MODA,1,273.58,0.0,273.58,RETAIL
order_1347,user_4015,2025-03-06,COLOMBIA,DESKTOP,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,1,452.64,5.0,447.64,RETAIL
order_1348,user_5681,2025-01-22,MEXICO,DESKTOP,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,2,262.35,10.0,514.69,RETAIL
order_1349,user_1148,2025-03-12,COLOMBIA,MOBILE,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,1,144.44,0.0,144.44,RETAIL
order_1350,user_452,2025-03-18,ARGENTINA,DESKTOP,PAID_SEARCH,TABLET-STANDARD-64GB,ELECTRONICA,2,480.62,5.0,956.24,RETAIL
order_1351,user_1149,2025-04-26,COLOMBIA,MOBILE,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,1,216.81,0.0,216.81,RETAIL
order_1352,user_2530,2025-05-15,COLOMBIA,MOBILE,SOCIAL,BLENDER-XL-RED,HOGAR,1,384.35,0.0,384.35,RETAIL
order_1353,user_6554,2025-03-08,COLOMBIA,DESKTOP,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,2,217.14,0.0,434.28,RETAIL
order_1354,user_2606,2025-01-14,MEXICO,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,2,478.79,5.0,952.58,RETAIL
order_1355,user_6267,2025-04-20,COLOMBIA,DESKTOP,PAID_SEARCH,JACKET-WINTER-M,MODA,2,106.28,15.0,197.56,RETAIL
order_1356,user_7473,2025-03-18,ARGENTINA,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,2,362.43,10.0,714.86,RETAIL
order_1357,user_4249,2025-03-31,MEXICO,DESKTOP,ORGANIC,BLENDER-XL-RED,HOGAR,1,212.29,5.0,207.29,RETAIL
order_1358,user_7562,2025-05-04,COLOMBIA,DESKTOP,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,2,375.85,0.0,751.7,RETAIL
order_1359,user_6464,2025-06-26,ARGENTINA,MOBILE,ORGANIC,VACUUM-PRO-BLACK,HOGAR,2,108.43,5.0,211.86,RETAIL
order_1360,user_2921,2025-06-28,COLOMBIA,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,1,325.2,5.0,320.2,RETAIL
order_1361,user_507,2025-06-27,MEXICO,DESKTOP,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,2,239.61,0.0,479.22,RETAIL
order_1362,user_3472,2025-01-03,ARGENTINA,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,1,198.1,5.0,193.1,RETAIL
order_1363,user_1695,2025-06-02,MEXICO,DESKTOP,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,2,413.85,0.0,827.7,RETAIL
order_1364,user_261,2025-06-20,MEXICO,DESKTOP,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,1,23.01,5.0,18.01,RETAIL
order_1365,user_1748,2025-02-07,MEXICO,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,2,304.17,0.0,608.34,RETAIL
order_1366,user_1959,2025-03-23,MEXICO,MOBILE,ORGANIC,JACKET-WINTER-M,MODA,1,218.95,10.0,208.95,RETAIL
order_1367,user_1822,2025-04-28,MEXICO,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,1,219.22,0.0,219.22,RETAIL
order_1368,user_5111,2025-05-08,ARGENTINA,MOBILE,SOCIAL,VACUUM-PRO-BLACK,HOGAR,2,375.73,0.0,751.45,RETAIL
order_1369,user_1328,2025-01-30,ARGENTINA,DESKTOP,PAID_SEARCH,JACKET-WINTER-M,MODA,1,60.74,0.0,60.74,RETAIL
order_1370,user_2756,2025-06-22,MEXICO,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,465.71,0.0,931.42,RETAIL
order_1371,user_6922,2025-05-14,ARGENTINA,MOBILE,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,1,319.02,0.0,319.02,RETAIL
order_1372,user_3367,2025-04-26,MEXICO,MOBILE,SOCIAL,BLENDER-XL-RED,HOGAR,1,138.18,0.0,138.18,RETAIL
order_1373,user_1922,2025-02-02,MEXICO,MOBILE,ORGANIC,VACUUM-PRO-BLACK,HOGAR,2,104.63,0.0,209.26,RETAIL
order_1374,user_5615,2025-06-13,COLOMBIA,MOBILE,PAID_SEARCH,JACKET-WINTER-M,MODA,2,496.26,0.0,992.53,RETAIL
order_1375,user_1974,2025-01-25,ARGENTINA,DESKTOP,SOCIAL,VACUUM-PRO-BLACK,HOGAR,1,55.17,0.0,55.17,RETAIL
order_1376,user_2964,2025-02-18,MEXICO,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,1,43.79,5.0,38.79,RETAIL
order_1377,user_1226,2025-05-20,COLOMBIA,DESKTOP,SOCIAL,JACKET-WINTER-M,MODA,1,438.24,0.0,438.24,RETAIL
order_1378,user_1527,2025-06-03,ARGENTINA,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,167.47,0.0,334.94,RETAIL
order_1379,user_4388,2025-03-31,COLOMBIA,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,1,495.97,15.0,480.97,RETAIL
order_1380,user_5598,2025-02-18,MEXICO,MOBILE,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,2,357.43,5.0,709.87,RETAIL
order_1381,user_460,2025-05-28,ARGENTINA,MOBILE,PAID_SEARCH,JACKET-WINTER-M,MODA,2,220.5,5.0,436.0,RETAIL
order_1382,user_3198,2025-04-05,ARGENTINA,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,2,481.53,5.0,958.05,RETAIL
order_1383,user_6688,2025-01-05,COLOMBIA,MOBILE,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,1,499.89,0.0,499.89,RETAIL
order_1384,user_302,2025-03-20,COLOMBIA,DESKTOP,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,455.48,10.0,900.97,RETAIL
order_1385,user_838,2025-02-01,COLOMBIA,DESKTOP,ORGANIC,BLENDER-XL-RED,HOGAR,1,320.59,5.0,315.59,RETAIL
order_1386,user_3577,2025-06-16,ARGENTINA,MOBILE,SOCIAL,BLENDER-XL-RED,HOGAR,1,137.07,5.0,132.07,RETAIL
order_1387,user_3861,2025-04-16,COLOMBIA,DESKTOP,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,1,83.96,5.0,78.96,RETAIL
order_1388,user_3357,2025-04-01,COLOMBIA,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,2,64.27,10.0,118.54,RETAIL
order_1389,user_7348,2025-04-20,ARGENTINA,MOBILE,ORGANIC,VACUUM-PRO-BLACK,HOGAR,2,78.19,0.0,156.37,RETAIL
order_1390,user_1430,2025-03-27,COLOMBIA,DESKTOP,SOCIAL,VACUUM-PRO-BLACK,HOGAR,2,183.64,10.0,357.28,RETAIL
order_1391,user_3374,2025-02-15,COLOMBIA,DESKTOP,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,2,409.99,0.0,819.99,RETAIL
order_1392,user_4851,2025-04-06,MEXICO,MOBILE,SOCIAL,VACUUM-PRO-BLACK,HOGAR,2,69.75,10.0,129.5,RETAIL
order_1393,user_369,2025-06-02,ARGENTINA,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,1,294.33,0.0,294.33,RETAIL
order_1394,user_7554,2025-04-22,ARGENTINA,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,1,170.74,0.0,170.74,RETAIL
order_1395,user_517,2025-06-18,ARGENTINA,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,1,423.71,5.0,418.71,RETAIL
order_1396,user_2038,2025-04-22,COLOMBIA,MOBILE,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,2,302.88,0.0,605.77,RETAIL
order_1397,user_5609,2025-06-29,COLOMBIA,DESKTOP,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,2,487.64,5.0,970.28,RETAIL
order_1398,user_3808,2025-01-26,ARGENTINA,DESKTOP,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,2,369.91,0.0,739.81,RETAIL
order_1399,user_5956,2025-01-27,COLOMBIA,MOBILE,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,1,23.41,0.0,23.41,RETAIL
order_1400,user_1363,2025-01-05,COLOMBIA,DESKTOP,SOCIAL,JACKET-WINTER-M,MODA,1,135.09,10.0,125.09,RETAIL
order_1401,user_1681,2025-04-16,COLOMBIA,MOBILE,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,2,203.06,5.0,401.12,RETAIL
order_1402,user_1177,2025-06-09,ARGENTINA,DESKTOP,PAID_SEARCH,BLENDER-XL-RED,HOGAR,1,138.93,0.0,138.93,RETAIL
order_1403,user_2214,2025-01-26,MEXICO,MOBILE,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,2,116.45,0.0,232.89,RETAIL
order_1404,user_6778,2025-05-09,COLOMBIA,MOBILE,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,2,94.18,0.0,188.36,RETAIL
order_1405,user_5746,2025-01-09,ARGENTINA,DESKTOP,PAID_SEARCH,BLENDER-XL-RED,HOGAR,1,96.54,10.0,86.54,RETAIL
order_1406,user_463,2025-04-18,ARGENTINA,DESKTOP,SOCIAL,BLENDER-XL-RED,HOGAR,1,172.83,0.0,172.83,RETAIL
order_1407,user_481,2025-04-27,MEXICO,DESKTOP,ORGANIC,VACUUM-PRO-BLACK,HOGAR,1,35.46,0.0,35.46,RETAIL
order_1408,user_3334,2025-01-30,ARGENTINA,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,422.67,0.0,845.34,RETAIL
order_1409,user_1106,2025-05-01,COLOMBIA,DESKTOP,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,1,240.48,0.0,240.48,RETAIL
order_1410,user_1604,2025-03-31,MEXICO,MOBILE,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,2,173.72,15.0,332.44,RETAIL
order_1411,user_7932,2025-04-29,COLOMBIA,DESKTOP,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,1,435.86,0.0,435.86,RETAIL
order_1412,user_2428,2025-06-15,COLOMBIA,MOBILE,PAID_SEARCH,LAPTOP-GAMING-16GB,ELECTRONICA,2,85.74,10.0,161.49,RETAIL
order_1413,user_2444,2025-04-12,MEXICO,DESKTOP,ORGANIC,BLENDER-XL-RED,HOGAR,1,133.85,0.0,133.85,RETAIL
order_1414,user_1572,2025-04-06,ARGENTINA,MOBILE,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,217.29,0.0,434.57,RETAIL
order_1415,user_3782,2025-05-10,MEXICO,DESKTOP,PAID_SEARCH,PHONE-PRO-128GB,ELECTRONICA,1,397.74,15.0,382.74,RETAIL
order_1416,user_4886,2025-06-18,ARGENTINA,MOBILE,SOCIAL,JACKET-WINTER-M,MODA,2,184.77,0.0,369.53,RETAIL
order_1417,user_6573,2025-04-17,COLOMBIA,DESKTOP,PAID_SEARCH,BLENDER-XL-RED,HOGAR,2,438.64,0.0,877.29,RETAIL
order_1418,user_7045,2025-01-02,MEXICO,MOBILE,SOCIAL,BLENDER-XL-RED,HOGAR,1,228.49,15.0,213.49,RETAIL
order_1419,user_130,2025-04-17,MEXICO,DESKTOP,PAID_SEARCH,JACKET-WINTER-M,MODA,1,468.61,0.0,468.61,RETAIL
order_1420,user_5231,2025-01-07,COLOMBIA,MOBILE,ORGANIC,TABLET-STANDARD-64GB,ELECTRONICA,1,393.22,10.0,383.22,RETAIL
order_1421,user_6987,2025-04-06,MEXICO,MOBILE,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,1,412.67,10.0,402.67,RETAIL
order_1422,user_2287,2025-05-13,MEXICO,DESKTOP,SOCIAL,PHONE-PRO-128GB,ELECTRONICA,2,441.82,0.0,883.64,RETAIL
order_1423,user_207,2025-06-03,ARGENTINA,MOBILE,ORGANIC,BLENDER-XL-RED,HOGAR,1,491.23,10.0,481.23,RETAIL
order_1424,user_4029,2025-02-13,MEXICO,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,1,233.9,15.0,218.9,RETAIL
order_1425,user_3568,2025-04-21,COLOMBIA,DESKTOP,PAID_SEARCH,SNEAKERS-URBAN-42,MODA,2,431.27,5.0,857.53,RETAIL
order_1426,user_3092,2025-04-11,ARGENTINA,MOBILE,SOCIAL,TABLET-STANDARD-64GB,ELECTRONICA,2,377.08,0.0,754.15,RETAIL
order_1427,user_781,2025-06-14,MEXICO,DESKTOP,PAID_SEARCH,BLENDER-XL-RED,HOGAR,2,412.57,10.0,815.14,RETAIL
order_1428,user_424,2025-01-14,ARGENTINA,DESKTOP,SOCIAL,JACKET-WINTER-M,MODA,1,291.49,10.0,281.49,RETAIL
order_1429,user_4434,2025-05-28,MEXICO,MOBILE,PAID_SEARCH,JACKET-WINTER-M,MODA,1,464.05,5.0,459.05,RETAIL
order_1430,user_2972,2025-06-12,ARGENTINA,DESKTOP,ORGANIC,VACUUM-PRO-BLACK,HOGAR,1,412.71,5.0,407.71,RETAIL
order_1431,user_1536,2025-02-14,MEXICO,DESKTOP,ORGANIC,JACKET-WINTER-M,MODA,2,227.17,0.0,454.34,RETAIL
order_1432,user_2720,2025-03-23,MEXICO,MOBILE,SOCIAL,BLENDER-XL-RED,HOGAR,2,304.02,5.0,603.03,RETAIL
order_1433,user_6113,2025-04-22,COLOMBIA,DESKTOP,PAID_SEARCH,JACKET-WINTER-M,MODA,2,231.27,10.0,452.54,RETAIL
order_1434,user_1109,2025-02-02,MEXICO,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,1,325.04,10.0,315.04,RETAIL
order_1435,user_3832,2025-06-11,COLOMBIA,DESKTOP,SOCIAL,SNEAKERS-URBAN-42,MODA,1,458.32,0.0,458.32,RETAIL
order_1436,user_6332,2025-04-11,ARGENTINA,DESKTOP,PAID_SEARCH,JACKET-WINTER-M,MODA,2,209.52,0.0,419.04,RETAIL
order_1437,user_4902,2025-06-10,COLOMBIA,DESKTOP,ORGANIC,SNEAKERS-URBAN-42,MODA,2,371.8,10.0,733.6,RETAIL
order_1438,user_2540,2025-05-22,MEXICO,DESKTOP,ORGANIC,LAPTOP-GAMING-16GB,ELECTRONICA,2,391.86,0.0,783.72,RETAIL
order_1439,user_7723,2025-03-24,COLOMBIA,DESKTOP,SOCIAL,SNEAKERS-URBAN-42,MODA,1,466.49,10.0,456.49,RETAIL
order_1440,user_23,2025-01-24,COLOMBIA,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,2,487.03,0.0,974.06,RETAIL
order_1441,user_1381,2025-01-03,COLOMBIA,MOBILE,SOCIAL,SNEAKERS-URBAN-42,MODA,2,489.68,5.0,974.37,RETAIL
order_1442,user_777,2025-06-01,ARGENTINA,DESKTOP,ORGANIC,PHONE-PRO-128GB,ELECTRONICA,2,340.17,0.0,680.35,RETAIL
order_1443,user_7719,2025-06-08,ARGENTINA,MOBILE,PAID_SEARCH,VACUUM-PRO-BLACK,HOGAR,2,119.47,5.0,233.95,RETAIL
order_1444,user_663,2025-01-21,ARGENTINA,DESKTOP,PAID_SEARCH,BLENDER-XL-RED,HOGAR,1,468.22,5.0,463.22,RETAIL
order_1445,user_7738,2025-01-07,MEXICO,MOBILE,SOCIAL,VACUUM-PRO-BLACK,HOGAR,1,394.49,15.0,379.49,RETAIL
order_1446,user_1499,2025-02-03,ARGENTINA,DESKTOP,SOCIAL,LAPTOP-GAMING-16GB,ELECTRONICA,1,139.95,0.0,139.95,RETAIL
order_1447,user_6021,2025-06-12,MEXICO,DESKTOP,ORGANIC,BLENDER-XL-RED,HOGAR,1,484.87,0.0,484.87,RETAIL
